calle,num,latitud,longitud,idAcc,desconocidos,ilesos,leves,graves,muertos
ACCESO  NUDO NORTE,          ,40.4806147,-3.685146199999999,2018/1665,0,2,1,0,0
ACCESO  PASEO EXTREMADURA KM.,8200,40.3852483,-3.7834551,2018/2467,1,1,3,0,0
ACCESO  RADIAL 3 - AVENIDA DE DAROCA,0,40.41789,-3.62936,2018/11387,0,2,1,0,0
ACCESO A LA AUTOVIA M-40 - AVENIDA DE ANDALUCIA,0,40.36453909999999,-3.6970276,2018/11230,1,0,1,0,0
ACCESO A LA AUTOVIA M-40 - AVENIDA DE ARCENTALES,          ,40.36453909999999,-3.6970276,2018/14776,0,0,2,0,0
ACCESO A LA AUTOVIA M-40 - AVENIDA DE ARCENTALES,0,40.36453909999999,-3.6970276,2018/10699,0,1,1,0,0
ACCESO A LA AUTOVIA M-40 - AVENIDA DE LA ALBUFERA,0,40.36453909999999,-3.6970276,2018/12423,1,2,1,0,0
ACCESO A LA AUTOVIA M-40 - AVENIDA DEL DOCTOR GARCIA TAPIA,0,40.36453909999999,-3.6970276,2018/14768,0,1,1,0,0
ACCESO A LA AUTOVIA M-40 - AVENIDA DEL DOCTOR GARCIA TAPIA,0,40.36453909999999,-3.6970276,2018/14781,0,1,1,0,0
ACCESO A LA AUTOVIA M-40 - GLORIETA DE PRAGA,0,40.36453909999999,-3.6970276,2018/4747,0,0,1,0,0
ACCESO A LA AVENIDA DE AMERICA KM.,4500,40.4407256,-3.6700087,2018/1335,0,2,1,0,0
ACCESO A LA AVENIDA DE ANDALUCIA - CALLE DE MALAGA,0,40.3530968,-3.6931236,2018/4424,0,1,5,0,0
ACCESO A LA AVENIDA DEL MEDITERRANEO,0,40.4067088,-3.668696,2018/16659,0,1,1,0,0
ACCESO A LA AVENIDA DEL MEDITERRANEO - AVENIDA DE LA DEMOCRACIA,0,40.4073774,-3.6748075,2018/609,0,4,3,0,0
ACCESO A LA AVENIDA DEL MEDITERRANEO - AVENIDA DEL MEDITERRANEO,0,40.4067088,-3.668696,2018/9419,1,0,1,0,0
ACCESO A LA AVENIDA DEL MEDITERRANEO - CALLE DEL ARROYO FONTARRON,0,40.4067088,-3.668696,2018/1166,0,1,1,0,0
ACCESO DE  ARROYO DE LA MEDIA LEGUA A M-23 - AUTOVIA  M-30 CALZADA 2,0,40.4127089,-3.6535829,2018/15844,0,2,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/10309,0,1,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/10765,1,1,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/11068,0,1,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/11798,0,0,2,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/11930,0,0,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/12625,0,0,0,1,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/1526,0,0,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/15461,1,1,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/15854,0,0,2,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/2811,0,0,2,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/3114,0,1,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/4757,0,1,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/6094,0,2,1,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/731,0,2,2,0,0
AEROPUERTO Terminal T -,4,40.4983322,-3.5675982,2018/8613,1,1,6,1,0
AEROPUERTO Terminal T-,1,40.4983322,-3.5675982,2018/1047,0,2,1,0,0
AEROPUERTO Terminal T-,1,40.4983322,-3.5675982,2018/1226,0,1,1,0,0
AEROPUERTO Terminal T-,1,40.4983322,-3.5675982,2018/13786,0,1,2,0,0
AEROPUERTO Terminal T-,1,40.4983322,-3.5675982,2018/4716,0,3,1,0,0
AEROPUERTO Terminal T-,2,40.4983322,-3.5675982,2018/9545,0,1,1,0,0
AEROPUERTO Terminal T-,3,40.4983322,-3.5675982,2018/4710,0,1,1,0,0
ARROYO DE LAS REJAS - CALLE DE TAURO,0,40.4501451,-3.5671106,2018/8272,0,1,1,0,0
ARROYO DE POZUELO - CALLE DEL TOMILLO,0,40.4515573,-3.774082899999999,2018/1159,0,0,1,0,0
ARROYO DE POZUELO - CARRETERA DE CASTILLA,0,40.4582468,-3.7693299,2018/5964,0,1,3,0,0
AUTOVIA  A-4 ENTRADA - AUTOVIA  M-30 CALZADA 2,0,40.3785038,-3.6855721,2018/1062,0,4,1,0,0
AUTOVIA  A-4 ENTRADA - AUTOVIA  M-30 CALZADA 2,0,40.3785038,-3.6855721,2018/1923,0,3,1,0,0
AUTOVIA  A-4 ENTRADA KM.,4000,40.3785038,-3.6855721,2018/15961,0,2,1,0,0
AUTOVIA  A-4 ENTRADA KM.,4200,40.3785038,-3.6855721,2018/11357,0,2,1,0,0
AUTOVIA  A-4 ENTRADA KM.,4400,40.3785038,-3.6855721,2018/1128,0,2,1,0,0
AUTOVIA  A-4 ENTRADA KM.,4500,40.3785038,-3.6855721,2018/5585,0,4,1,0,0
AUTOVIA  A-4 ENTRADA KM.,4700,40.3785038,-3.6855721,2018/4297,0,0,3,0,0
AUTOVIA  A-4 ENTRADA KM.,5000,40.3785038,-3.6855721,2018/14545,0,0,3,0,0
AUTOVIA  A-4 ENTRADA KM.,5000,40.3785038,-3.6855721,2018/14846,0,0,2,0,0
AUTOVIA  A-4 ENTRADA KM.,5000,40.3785038,-3.6855721,2018/16018,0,2,1,0,0
AUTOVIA  A-4 ENTRADA KM.,5000,40.3785038,-3.6855721,2018/16617,0,3,6,0,0
AUTOVIA  A-4 ENTRADA KM.,5200,40.3785038,-3.6855721,2018/6374,0,2,1,0,0
AUTOVIA  A-4 ENTRADA KM.,5200,40.3785038,-3.6855721,2018/7977,0,3,1,0,0
AUTOVIA  A-4 ENTRADA KM.,5300,40.3785038,-3.6855721,2018/6444,0,1,1,0,0
AUTOVIA  A-4 SALIDA - AUTOVIA  M-30 CALZADA 1,0,40.3785038,-3.6855721,2018/3531,0,1,2,0,0
AUTOVIA  A-4 SALIDA - AUTOVIA  M-30 CALZADA 1,0,40.3785038,-3.6855721,2018/5664,0,0,1,0,0
AUTOVIA  A-4 SALIDA KM.,4000,40.3785038,-3.6855721,2018/15421,0,1,1,0,0
AUTOVIA  A-4 SALIDA KM.,4000,40.3785038,-3.6855721,2018/2106,0,1,1,0,0
AUTOVIA  A-4 SALIDA KM.,4300,40.3785038,-3.6855721,2018/11429,0,0,1,0,0
AUTOVIA  A-4 SALIDA KM.,4300,40.3785038,-3.6855721,2018/3330,0,1,1,0,0
AUTOVIA  A-4 SALIDA KM.,4400,40.3785038,-3.6855721,2018/2662,1,1,2,0,0
AUTOVIA  A-4 SALIDA KM.,4500,40.3785038,-3.6855721,2018/2107,0,0,1,0,0
AUTOVIA  A-4 SALIDA KM.,4500,40.3785038,-3.6855721,2018/7559,0,1,1,0,0
AUTOVIA  A-4 SALIDA KM.,5000,40.3785038,-3.6855721,2018/8153,1,0,2,0,0
AUTOVIA  A-4 SALIDA KM.,5200,40.3785038,-3.6855721,2018/6631,0,1,2,0,0
AUTOVIA  A-4 SALIDA KM.,5200,40.3785038,-3.6855721,2018/7895,0,1,0,1,0
AUTOVIA  A-4 SALIDA KM.,5400,40.3785038,-3.6855721,2018/11561,0,2,1,0,0
AUTOVIA  A-4 SALIDA KM.,5700,40.3785038,-3.6855721,2018/10806,0,1,1,0,0
AUTOVIA  A-4 SALIDA KM.,5700,40.3785038,-3.6855721,2018/5660,0,6,1,0,0
AUTOVIA  A-4 SALIDA KM.,5700,40.3785038,-3.6855721,2018/9962,0,1,5,0,0
AUTOVIA  A-4 SALIDA KM.,5800,40.3785038,-3.6855721,2018/12977,0,4,1,0,0
AUTOVIA  A-4 SALIDA KM.,5800,40.3785038,-3.6855721,2018/2109,0,5,1,0,0
AUTOVIA  A-4 SALIDA KM.,5800,40.3785038,-3.6855721,2018/5601,0,1,1,0,0
AUTOVIA  A-4 SALIDA KM.,5800,40.3785038,-3.6855721,2018/5610,0,5,5,0,0
AUTOVIA  A-4 SALIDA KM.,5900,40.3785038,-3.6855721,2018/15938,0,0,0,1,0
AUTOVIA  A-4 SALIDA KM.,6000,40.3785038,-3.6855721,2018/9723,0,3,1,0,0
AUTOVIA  M-23 ENTRADA - AUTOVIA  M-30 CALZADA 1,          ,40.4210557,-3.7224778,2018/3254,0,2,1,0,0
AUTOVIA  M-23 ENTRADA - AUTOVIA  M-30 CALZADA 2,0,40.4210557,-3.7224778,2018/16089,0,2,1,0,0
AUTOVIA  M-23 ENTRADA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/10518,0,1,2,0,0
AUTOVIA  M-23 ENTRADA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/13164,0,0,1,0,0
AUTOVIA  M-23 ENTRADA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/5171,0,1,4,0,0
AUTOVIA  M-23 ENTRADA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/6636,0,3,1,0,0
AUTOVIA  M-23 ENTRADA - CALLE DE O'DONNELL,0,40.4210557,-3.7224778,2018/449,0,2,1,0,0
AUTOVIA  M-23 ENTRADA - CALLE DE O'DONNELL,0,40.4210557,-3.7224778,2018/9726,0,1,1,0,0
AUTOVIA  M-23 ENTRADA - CALLE DEL DOCTOR ESQUERDO,0,40.4210557,-3.7224778,2018/12947,0,0,1,0,0
AUTOVIA  M-23 ENTRADA - SUBTERRANEO,0,40.4210557,-3.7224778,2018/1399,0,5,1,0,0
AUTOVIA  M-23 ENTRADA - SUBTERRANEO,0,40.4210557,-3.7224778,2018/5914,0,3,1,0,0
AUTOVIA  M-23 ENTRADA KM.,0,40.4210557,-3.7224778,2018/12520,0,2,1,0,0
AUTOVIA  M-23 ENTRADA KM.,0,40.4210557,-3.7224778,2018/2587,0,0,1,0,0
AUTOVIA  M-23 ENTRADA KM.,100,40.4210557,-3.7224778,2018/10961,0,5,1,0,0
AUTOVIA  M-23 ENTRADA KM.,100,40.4210557,-3.7224778,2018/6265,0,2,1,0,0
AUTOVIA  M-23 ENTRADA KM.,1000,40.4210557,-3.7224778,2018/14676,0,1,1,0,0
AUTOVIA  M-23 ENTRADA KM.,1000,40.4210557,-3.7224778,2018/1582,0,4,1,0,0
AUTOVIA  M-23 ENTRADA KM.,1400,40.4210557,-3.7224778,2018/16586,0,2,0,1,1
AUTOVIA  M-23 ENTRADA KM.,1400,40.4210557,-3.7224778,2018/9901,0,2,1,0,0
AUTOVIA  M-23 ENTRADA KM.,200,40.4210557,-3.7224778,2018/979,0,0,2,0,0
AUTOVIA  M-23 ENTRADA KM.,2700,40.4210557,-3.7224778,2018/4043,0,1,1,0,0
AUTOVIA  M-23 ENTRADA KM.,300,40.4210557,-3.7224778,2018/1212,0,0,1,0,0
AUTOVIA  M-23 ENTRADA KM.,3300,40.4210557,-3.7224778,2018/9795,0,0,3,0,0
AUTOVIA  M-23 ENTRADA KM.,400,40.4210557,-3.7224778,2018/1213,0,1,1,0,0
AUTOVIA  M-23 ENTRADA KM.,500,40.4210557,-3.7224778,2018/1711,0,0,2,0,0
AUTOVIA  M-23 ENTRADA KM.,500,40.4210557,-3.7224778,2018/7008,0,0,1,1,0
AUTOVIA  M-23 ENTRADA KM.,600,40.4210557,-3.7224778,2018/10031,0,1,1,0,0
AUTOVIA  M-23 ENTRADA KM.,600,40.4210557,-3.7224778,2018/15514,0,1,4,0,0
AUTOVIA  M-23 ENTRADA KM.,600,40.4210557,-3.7224778,2018/15607,0,0,2,0,0
AUTOVIA  M-23 ENTRADA KM.,600,40.4210557,-3.7224778,2018/5913,0,4,1,0,0
AUTOVIA  M-23 ENTRADA KM.,600,40.4210557,-3.7224778,2018/721,0,2,3,0,0
AUTOVIA  M-23 ENTRADA KM.,700,40.4210557,-3.7224778,2018/1947,0,1,0,1,0
AUTOVIA  M-23 ENTRADA KM.,700,40.4210557,-3.7224778,2018/7584,0,0,4,0,0
AUTOVIA  M-23 ENTRADA KM.,800,40.4210557,-3.7224778,2018/10377,0,4,5,0,0
AUTOVIA  M-23 ENTRADA KM.,800,40.4210557,-3.7224778,2018/1255,0,1,2,0,0
AUTOVIA  M-23 ENTRADA KM.,800,40.4210557,-3.7224778,2018/235,0,2,1,0,0
AUTOVIA  M-23 ENTRADA KM.,800,40.4210557,-3.7224778,2018/9790,0,4,2,0,0
AUTOVIA  M-23 ENTRADA KM.,900,40.4210557,-3.7224778,2018/1294,0,1,1,0,0
AUTOVIA  M-23 SALIDA - AVENIDA DEL MARQUES DE CORBERA,0,40.4210557,-3.7224778,2018/1577,0,4,3,0,0
AUTOVIA  M-23 SALIDA - CALLE DE JUAN ESPLANDIU,0,40.4210557,-3.7224778,2018/7398,0,1,1,0,0
AUTOVIA  M-23 SALIDA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/15351,0,1,1,0,0
AUTOVIA  M-23 SALIDA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/4717,0,0,1,0,0
AUTOVIA  M-23 SALIDA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/6090,0,1,1,0,0
AUTOVIA  M-23 SALIDA - CALLE DE LA FUENTE CARRANTONA,0,40.4210557,-3.7224778,2018/9936,0,1,1,0,0
AUTOVIA  M-23 SALIDA - CALLE DEL DOCTOR ESQUERDO,0,40.4210557,-3.7224778,2018/8237,0,3,1,0,0
AUTOVIA  M-23 SALIDA KM.,1000,40.4210557,-3.7224778,2018/11247,0,1,1,0,0
AUTOVIA  M-23 SALIDA KM.,1500,40.4210557,-3.7224778,2018/2958,0,0,1,0,0
AUTOVIA  M-23 SALIDA KM.,2200,40.4210557,-3.7224778,2018/5146,0,0,1,0,0
AUTOVIA  M-23 SALIDA KM.,300,40.4210557,-3.7224778,2018/2497,0,1,1,0,0
AUTOVIA  M-23 SALIDA KM.,600,40.4210557,-3.7224778,2018/9245,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - ACCESO DE M-23 A LA AVENIDA DAROCA,0,40.4836389,-3.6669722,2018/2431,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE AMERICA,0,40.4836389,-3.6669722,2018/8466,0,3,2,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE AMERICA SALIDA,          ,40.4836389,-3.6669722,2018/6713,0,4,6,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE ANDALUCIA,          ,40.4836389,-3.6669722,2018/826,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE BETANZOS,0,40.4836389,-3.6669722,2018/5114,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE BRASILIA,0,40.4836389,-3.6669722,2018/7830,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE ENTREVIAS,0,40.4836389,-3.6669722,2018/1371,1,1,2,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE LA CIUDAD DE BARCELONA,          ,40.4836389,-3.6669722,2018/4904,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE LA CIUDAD DE BARCELONA,          ,40.4836389,-3.6669722,2018/963,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - AVENIDA DE RAMON Y CAJAL,0,40.4836389,-3.6669722,2018/11400,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE ALCALA,          ,40.4836389,-3.6669722,2018/13730,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE ALCALA,0,40.4836389,-3.6669722,2018/10695,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE ALCALA,0,40.4836389,-3.6669722,2018/10815,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE ALCALA,0,40.4836389,-3.6669722,2018/4260,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE ALCALA,0,40.4836389,-3.6669722,2018/5240,1,0,2,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE ALCALA,0,40.4836389,-3.6669722,2018/6438,1,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE COSTA RICA,0,40.4836389,-3.6669722,2018/14362,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE COSTA RICA,0,40.4836389,-3.6669722,2018/5886,0,1,2,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE GANDIA,          ,40.4836389,-3.6669722,2018/290,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE JATIVA,          ,40.4836389,-3.6669722,2018/2112,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE MENDEZ ALVARO,0,40.4836389,-3.6669722,2018/2612,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE MENDEZ ALVARO,0,40.4836389,-3.6669722,2018/373,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE MENDEZ ALVARO,0,40.4836389,-3.6669722,2018/4435,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE O'DONNELL,0,40.4836389,-3.6669722,2018/3558,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE SINESIO DELGADO,0,40.4836389,-3.6669722,2018/5467,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DE VICALVARO,0,40.4836389,-3.6669722,2018/4054,0,5,1,0,0
AUTOVIA  M-30 CALZADA 1 - CALLE DEL CERRO NEGRO,0,40.4836389,-3.6669722,2018/11916,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 - CUESTA DEL SAGRADO CORAZON,          ,40.4836389,-3.6669722,2018/1960,0,1,3,0,0
AUTOVIA  M-30 CALZADA 1 - CUESTA DEL SAGRADO CORAZON,0,40.4836389,-3.6669722,2018/13025,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 - CUESTA DEL SAGRADO CORAZON,0,40.4836389,-3.6669722,2018/15077,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 - CUESTA DEL SAGRADO CORAZON,0,40.4836389,-3.6669722,2018/2661,0,2,2,0,0
AUTOVIA  M-30 CALZADA 1 - GLORIETA DE LAS PIRAMIDES,0,40.4836389,-3.6669722,2018/3343,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 - GLORIETA DE LAS PIRAMIDES,0,40.4836389,-3.6669722,2018/5239,1,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - PASEO DE LA CASTELLANA,0,40.4836389,-3.6669722,2018/234,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - PASEO DE LA CASTELLANA,0,40.4836389,-3.6669722,2018/251,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 - PASEO DE SANTA MARIA DE LA CABEZA,0,40.4836389,-3.6669722,2018/2131,0,2,0,1,0
AUTOVIA  M-30 CALZADA 1 - PASEO DE SANTA MARIA DE LA CABEZA,0,40.4836389,-3.6669722,2018/4085,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 - PASEO DE SANTA MARIA DE LA CABEZA,0,40.4836389,-3.6669722,2018/7422,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 - PUENTE DE LOS FRANCESES,0,40.4836389,-3.6669722,2018/2405,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,0,40.4836389,-3.6669722,2018/1822,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,0,40.4836389,-3.6669722,2018/4079,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,100,40.4836389,-3.6669722,2018/14612,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,1000,40.4836389,-3.6669722,2018/6712,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10000,40.4836389,-3.6669722,2018/1105,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10000,40.4836389,-3.6669722,2018/11424,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10000,40.4836389,-3.6669722,2018/11693,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10100,40.4836389,-3.6669722,2018/4670,0,3,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10200,40.4836389,-3.6669722,2018/13754,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10200,40.4836389,-3.6669722,2018/14640,0,0,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10200,40.4836389,-3.6669722,2018/470,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10200,40.4836389,-3.6669722,2018/841,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10300,40.4836389,-3.6669722,2018/10742,0,0,6,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10300,40.4836389,-3.6669722,2018/527,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10300,40.4836389,-3.6669722,2018/6110,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10400,40.4836389,-3.6669722,2018/13468,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10400,40.4836389,-3.6669722,2018/16119,0,4,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10400,40.4836389,-3.6669722,2018/2442,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10400,40.4836389,-3.6669722,2018/2881,0,4,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10400,40.4836389,-3.6669722,2018/743,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/10230,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/10987,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/15698,0,4,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/2222,0,2,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/4053,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/846,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/877,1,4,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10500,40.4836389,-3.6669722,2018/878,0,5,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10600,40.4836389,-3.6669722,2018/10097,0,1,0,1,0
AUTOVIA  M-30 CALZADA 1 KM.,10600,40.4836389,-3.6669722,2018/10515,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10600,40.4836389,-3.6669722,2018/3348,0,7,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10600,40.4836389,-3.6669722,2018/434,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10700,40.4836389,-3.6669722,2018/10010,0,1,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10700,40.4836389,-3.6669722,2018/11449,0,5,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10700,40.4836389,-3.6669722,2018/3083,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10700,40.4836389,-3.6669722,2018/3530,0,0,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10700,40.4836389,-3.6669722,2018/5676,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10800,40.4836389,-3.6669722,2018/11164,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10800,40.4836389,-3.6669722,2018/11416,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10800,40.4836389,-3.6669722,2018/15887,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10800,40.4836389,-3.6669722,2018/7983,0,2,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10900,40.4836389,-3.6669722,2018/13601,0,5,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10900,40.4836389,-3.6669722,2018/16016,1,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10900,40.4836389,-3.6669722,2018/666,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10900,40.4836389,-3.6669722,2018/9445,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,10900,40.4836389,-3.6669722,2018/9615,0,3,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/10557,0,4,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/12321,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/15901,0,4,4,4,1
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/2704,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/2887,0,0,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/3007,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/3478,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11000,40.4836389,-3.6669722,2018/7948,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11100,40.4836389,-3.6669722,2018/5095,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11200,40.4836389,-3.6669722,2018/3008,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11200,40.4836389,-3.6669722,2018/5752,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11200,40.4836389,-3.6669722,2018/9992,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11300,40.4836389,-3.6669722,2018/10203,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11300,40.4836389,-3.6669722,2018/4678,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11300,40.4836389,-3.6669722,2018/787,0,3,2,2,0
AUTOVIA  M-30 CALZADA 1 KM.,11400,40.4836389,-3.6669722,2018/4055,0,2,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11500,40.4836389,-3.6669722,2018/13111,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11500,40.4836389,-3.6669722,2018/9863,0,2,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11600,40.4836389,-3.6669722,2018/11312,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11600,40.4836389,-3.6669722,2018/7999,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11600,40.4836389,-3.6669722,2018/8309,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11600,40.4836389,-3.6669722,2018/8315,0,3,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11800,40.4836389,-3.6669722,2018/12920,0,1,1,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11800,40.4836389,-3.6669722,2018/13270,0,6,2,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11800,40.4836389,-3.6669722,2018/16512,0,3,4,0,0
AUTOVIA  M-30 CALZADA 1 KM.,11900,40.4836389,-3.6669722,2018/13844,0,6,1,0,0
