calle,num,latitud,longitud,idAcc,desconocidos,ilesos,leves,graves,muertos
CALLE  EJE 7 - CARRETERA DE VILLAVERDE A VALLECAS,0,40.3641868,-3.6529292,2018/4266,0,0,0,1,0
CALLE  GRAN AVENIDA - PLAZA DE LAS ASAMBLEAS,0,40.3699301,-3.7073122,2018/6984,0,4,1,0,0
CALLE  GRAN AVENIDA NUM,22,40.3692286,-3.7061905,2018/15799,5,2,0,1,0
CALLE  GRAN AVENIDA NUM,23,40.3692286,-3.7061905,2019/30,0,1,2,0,0
CALLE  GRAN VIA - CALLE DE ALCALA,0,40.4186387,-3.6966751,2018/14303,0,1,1,0,0
CALLE  GRAN VIA - CALLE DE ALCALA,0,40.4186387,-3.6966751,2018/3891,0,2,1,0,0
CALLE  GRAN VIA - CALLE DE ALCALA,0,40.4186387,-3.6966751,2018/7406,0,0,1,0,0
CALLE  GRAN VIA - CALLE DE HORTALEZA,0,40.4200115,-3.7011613,2018/2151,0,2,1,0,0
CALLE  GRAN VIA - CALLE DE HORTALEZA,0,40.4200115,-3.7011613,2018/2911,0,3,1,0,0
CALLE  GRAN VIA - CALLE DE JACOMETREZO,0,40.4203024,-3.705985699999999,2018/12544,0,1,1,0,0
CALLE  GRAN VIA - CALLE DE LA MONTERA,0,40.4200229,-3.7015786,2018/6309,0,1,1,0,0
CALLE  GRAN VIA - CALLE DE MIGUEL MOYA,0,40.420266,-3.7056586,2018/1355,0,2,1,0,0
CALLE  GRAN VIA - CALLE DE SAN BERNARDO,0,40.4215151,-3.7078966,2018/412,0,3,1,0,0
CALLE  GRAN VIA - CALLE DE SAN BERNARDO,0,40.4215151,-3.7078966,2018/6628,0,1,3,0,0
CALLE  GRAN VIA - CALLE DE SAN BERNARDO,0,40.4215151,-3.7078966,2019/94,0,1,3,0,0
CALLE  GRAN VIA - CALLE DE SILVA,0,40.4209067,-3.7069418,2018/4682,0,2,1,0,0
CALLE  GRAN VIA - CALLE DE SILVA,0,40.4209067,-3.7069418,2018/4731,0,2,1,0,0
CALLE  GRAN VIA - CALLE DE SILVA,0,40.4209067,-3.7069418,2018/4837,0,1,1,0,0
CALLE  GRAN VIA - CALLE DEL CLAVEL,0,40.41974949999999,-3.6996684,2018/15943,0,1,1,0,0
CALLE  GRAN VIA - CALLE DEL CLAVEL,0,40.41974949999999,-3.6996684,2018/7430,0,2,1,0,0
CALLE  GRAN VIA - CALLE DEL DOCTOR CARRACIDO,0,40.4229485,-3.710149,2018/4327,0,2,1,0,0
CALLE  GRAN VIA - PLAZA DE ESPAÑA,0,40.423389,-3.71084,2018/10750,0,1,1,0,0
CALLE  GRAN VIA - PLAZA DE ESPAÑA,0,40.423389,-3.71084,2018/12647,0,1,1,0,0
CALLE  GRAN VIA - PLAZA DE ESPAÑA,0,40.423389,-3.71084,2018/16191,0,1,1,0,0
CALLE  GRAN VIA - PLAZA DE ESPAÑA,0,40.423389,-3.71084,2018/1632,0,1,2,0,0
CALLE  GRAN VIA - PLAZA DE ESPAÑA,0,40.423389,-3.71084,2018/9566,0,1,1,0,0
CALLE  GRAN VIA - PLAZA DE LA RED DE SAN LUIS,0,40.4201907,-3.7040627,2018/13522,0,3,1,0,0
CALLE  GRAN VIA DE VILLAVERDE - CALLE DE BENIMAMET,0,40.3435466,-3.6987701,2018/5452,0,0,3,0,0
CALLE  GRAN VIA DE VILLAVERDE NUM,0,40.345787,-3.6934549,2018/2715,3,1,1,0,0
CALLE  GRAN VIA DE VILLAVERDE NUM,0,40.345787,-3.6934549,2018/9176,0,0,1,0,0
CALLE  GRAN VIA DE VILLAVERDE S/N,0,40.345787,-3.6934549,2018/3780,0,2,1,0,0
CALLE  GRAN VIA DE VILLAVERDE S/N,0,40.345787,-3.6934549,2018/5162,1,0,1,0,0
CALLE  GRAN VIA DE VILLAVERDE S/N,0,40.345787,-3.6934549,2018/825,0,0,1,0,0
CALLE  GRAN VIA NUM,1,40.4190792,-3.6980083,2018/12928,0,1,1,0,0
CALLE  GRAN VIA NUM,10,40.4190792,-3.6980083,2018/382,0,1,2,0,0
CALLE  GRAN VIA NUM,14,40.4190792,-3.6980083,2018/2218,0,2,1,0,0
CALLE  GRAN VIA NUM,17,40.4190792,-3.6980083,2018/695,0,1,1,0,0
CALLE  GRAN VIA NUM,18,40.4190792,-3.6980083,2018/7409,0,2,1,0,0
CALLE  GRAN VIA NUM,22,40.4190792,-3.6980083,2018/893,0,2,1,0,0
CALLE  GRAN VIA NUM,25,40.4190792,-3.6980083,2018/13269,0,2,1,0,0
CALLE  GRAN VIA NUM,25,40.4190792,-3.6980083,2018/7860,0,1,1,0,0
CALLE  GRAN VIA NUM,26,40.4190792,-3.6980083,2018/4273,0,2,1,0,0
CALLE  GRAN VIA NUM,26,40.4190792,-3.6980083,2018/6575,0,2,0,1,0
CALLE  GRAN VIA NUM,27,40.4190792,-3.6980083,2018/13407,0,3,1,0,0
CALLE  GRAN VIA NUM,27,40.4190792,-3.6980083,2018/1444,0,3,1,0,0
CALLE  GRAN VIA NUM,27,40.4190792,-3.6980083,2018/4363,0,2,1,0,0
CALLE  GRAN VIA NUM,27,40.4190792,-3.6980083,2018/4783,0,3,1,0,0
CALLE  GRAN VIA NUM,27,40.4190792,-3.6980083,2018/5041,0,2,1,0,0
CALLE  GRAN VIA NUM,28,40.4190792,-3.6980083,2018/6543,0,1,1,0,0
CALLE  GRAN VIA NUM,32,40.4190792,-3.6980083,2018/1621,0,1,1,0,0
CALLE  GRAN VIA NUM,32,40.4190792,-3.6980083,2018/1775,0,3,0,1,0
CALLE  GRAN VIA NUM,32,40.4190792,-3.6980083,2018/5945,0,2,1,0,0
CALLE  GRAN VIA NUM,32,40.4190792,-3.6980083,2018/7995,0,3,1,0,0
CALLE  GRAN VIA NUM,37,40.4190792,-3.6980083,2018/13780,0,0,1,0,0
CALLE  GRAN VIA NUM,37,40.4190792,-3.6980083,2018/1995,0,1,1,0,0
CALLE  GRAN VIA NUM,37,40.4190792,-3.6980083,2018/512,0,2,1,0,0
CALLE  GRAN VIA NUM,40,40.4190792,-3.6980083,2018/9537,0,1,1,0,0
CALLE  GRAN VIA NUM,41,40.4190792,-3.6980083,2019/91,0,1,1,0,0
CALLE  GRAN VIA NUM,44,40.4190792,-3.6980083,2018/4035,0,2,0,1,0
CALLE  GRAN VIA NUM,45,40.4190792,-3.6980083,2018/8894,0,3,1,0,0
CALLE  GRAN VIA NUM,46,40.4190792,-3.6980083,2018/13706,0,3,1,0,0
CALLE  GRAN VIA NUM,49,40.4190792,-3.6980083,2018/1126,0,1,1,0,0
CALLE  GRAN VIA NUM,52,40.4190792,-3.6980083,2018/11687,0,1,1,0,0
CALLE  GRAN VIA NUM,53,40.4190792,-3.6980083,2018/1669,0,3,1,0,0
CALLE  GRAN VIA NUM,53,40.4190792,-3.6980083,2018/2571,0,1,1,0,0
CALLE  GRAN VIA NUM,53,40.4190792,-3.6980083,2018/4624,0,6,0,1,0
CALLE  GRAN VIA NUM,53,40.4190792,-3.6980083,2018/937,1,1,2,0,0
CALLE  GRAN VIA NUM,55,40.4190792,-3.6980083,2018/16624,0,1,1,0,0
CALLE  GRAN VIA NUM,56,40.4190792,-3.6980083,2018/1994,0,1,1,0,0
CALLE  GRAN VIA NUM,57,40.4190792,-3.6980083,2018/1611,0,6,4,0,0
CALLE  GRAN VIA NUM,66,40.4190792,-3.6980083,2018/16673,0,0,0,1,0
CALLE  GRAN VIA NUM,66,40.4190792,-3.6980083,2018/4552,0,3,1,0,0
CALLE  GRAN VIA NUM,73,40.4190792,-3.6980083,2018/6015,0,1,1,0,0
CALLE  GRAN VIA NUM,76,40.4190792,-3.6980083,2018/1107,0,4,1,0,0
CALLE  GRAN VIA NUM,78,40.4190792,-3.6980083,2018/9620,0,0,1,0,0
CALLE  GRAN VIA NUM,80,40.4190792,-3.6980083,2018/12018,0,2,3,0,0
CALLE  GRAN VIA NUM,80,40.4190792,-3.6980083,2018/3822,0,0,1,0,0
CALLE  GRAN VIA NUM,9,40.4190792,-3.6980083,2018/1141,0,1,1,0,0
CALLE  IMPERIAL NUM,5,40.4145484,-3.7069041,2018/4068,0,0,0,1,0
CALLE  LA POPULAR MADRILEÑA NUM,20,40.3710976,-3.693215599999999,2018/6729,0,2,1,0,0
CALLE  MAYOR - CALLE DE BAILEN,          ,40.4150546,-3.7135106,2018/12405,0,4,1,0,0
CALLE  MAYOR - CALLE DE BAILEN,0,40.4150546,-3.7135106,2018/11333,0,0,1,0,0
CALLE  MAYOR - CALLE DE BAILEN,0,40.4150546,-3.7135106,2018/13885,0,1,1,0,0
CALLE  MAYOR - CALLE DE BAILEN,0,40.4150546,-3.7135106,2018/3484,0,2,1,0,0
CALLE  MAYOR - CALLE DE BAILEN,0,40.4150546,-3.7135106,2018/8128,0,1,1,0,0
CALLE  MAYOR - CALLE DEL SIETE DE JULIO,0,40.4161167,-3.7079969,2018/6331,0,1,2,0,0
CALLE  MAYOR - PLAZA DEL COMANDANTE LAS MORENAS,0,40.4162126,-3.7089458,2018/305,0,1,2,0,0
CALLE  MAYOR NUM,1,40.4163554,-3.7046297,2018/11276,0,1,1,0,0
CALLE  MAYOR NUM,1,40.4163554,-3.7046297,2018/9120,0,1,1,0,0
CALLE  MAYOR NUM,2,40.4163554,-3.7046297,2018/9183,0,1,1,0,0
CALLE  MAYOR NUM,4,40.4163554,-3.7046297,2018/5224,0,1,1,0,0
CALLE  MAYOR NUM,59,40.4163554,-3.7046297,2018/5103,0,3,1,0,0
CALLE  MAYOR NUM,7,40.4163554,-3.7046297,2018/14297,0,1,1,0,0
CALLE  MAYOR NUM,70,40.4163554,-3.7046297,2018/2185,0,2,1,0,0
CALLE  MAYOR NUM,70,40.4163554,-3.7046297,2018/7387,0,1,1,0,0
CALLE  MAYOR NUM,75,40.4163554,-3.7046297,2018/10005,0,2,1,0,0
CALLE  MAYOR NUM,75,40.4163554,-3.7046297,2018/14424,0,1,1,0,0
CALLE  MAYOR NUM,84,40.4163554,-3.7046297,2018/14681,0,1,1,0,0
CALLE  MAYOR NUM,84,40.4163554,-3.7046297,2018/8793,1,0,1,0,0
CALLE  NUEVA DEL PARDO - PASEO DEL PARDO,0,40.5209454,-3.7778672,2018/15353,0,2,2,0,0
CALLE  PIÑA - CALLE DE ALZINA,0,40.3688037,-3.7559241,2018/14599,0,0,1,0,0
CALLE  PORCELANA - CALLE DE ARCOS DE JALON,0,40.4249143,-3.6154071,2018/12951,0,4,2,0,0
CALLE  PRINCIPAL DE PROVINCIAS NUM,3,40.4144411,-3.7307992,2018/1092,0,3,1,0,0
CALLE  REAL DE ARGANDA - CALLE DE LA GAVIA SECA,0,40.3795624,-3.6194714,2018/1209,0,6,0,1,0
CALLE  REAL DE ARGANDA - CALLE DE LA GAVIA SECA,0,40.3795624,-3.6194714,2018/15078,0,1,1,0,0
CALLE  REAL DE ARGANDA - CALLE DE PEÑARANDA DE BRACAMONTE,0,40.3757821,-3.6043296,2018/10874,0,1,1,0,0
CALLE  REAL DE ARGANDA - CALLE DE PEÑARANDA DE BRACAMONTE,0,40.3757821,-3.6043296,2018/14143,0,1,1,0,0
CALLE  REAL DE ARGANDA - CALLE DE PEÑARANDA DE BRACAMONTE,0,40.3757821,-3.6043296,2018/2038,0,0,2,0,0
CALLE  REAL DE ARGANDA - CALLE DE POZA DE LA SAL,0,40.3781829,-3.6068016,2018/2840,0,1,1,0,0
CALLE  REAL DE ARGANDA - CARRETERA DE VICALVARO A VALLECAS,0,40.3791099,-3.612469999999999,2018/14912,0,3,1,0,0
CALLE  REAL DE ARGANDA NUM,1,40.37979989999999,-3.6209491,2018/5011,0,1,2,0,0
CALLE  REAL DE ARGANDA NUM,1,40.37979989999999,-3.6209491,2018/9250,3,0,1,0,0
CALLE  REAL DE ARGANDA NUM,10,40.37979989999999,-3.6209491,2018/10723,0,2,1,0,0
CALLE  REAL DE ARGANDA NUM,64,40.37979989999999,-3.6209491,2018/7534,0,1,2,0,0
CALLE  SEIS - CARRETERA DE ACCESO A LA ESTACION DE O'DONNELL,0,40.4462627,-3.5934666,2018/15182,0,0,5,0,0
CALLE  SEIS - CARRETERA DE ACCESO A LA ESTACION DE O'DONNELL,0,40.4462627,-3.5934666,2018/2172,0,4,1,0,0
CALLE  SIMCA - CALLE  TALBOT,0,40.3664895,-3.7108356,2018/12651,3,1,1,0,0
CALLE  SIMCA - CALLE  TALBOT,0,40.3664895,-3.7108356,2018/5466,2,0,1,0,0
CALLE  UNO - CALLE DE ALCALA,0,40.4496823,-3.5952954,2018/13861,0,1,1,0,0
CALLE  VIA CARPETANA - CALLE DE CARAMUEL,0,40.4023195,-3.7297086,2018/2385,0,2,1,0,0
CALLE  VIA CARPETANA - CALLE DE CARAMUEL,0,40.4023195,-3.7297086,2018/3290,0,5,1,0,0
CALLE  VIA CARPETANA - CALLE DE CASIMIRO ESCUDERO,0,40.3899689,-3.7438193,2018/23,0,1,0,1,0
CALLE  VIA CARPETANA - CALLE DE GALLUR,0,40.3987592,-3.7344799,2018/11614,0,1,1,0,0
CALLE  VIA CARPETANA - CALLE DE LA LAGUNA,0,40.3919295,-3.7422442,2018/13361,0,1,0,1,0
CALLE  VIA CARPETANA - CALLE DE SALVADOR ALONSO,0,40.3955223,-3.7381688,2018/652,0,3,1,0,0
CALLE  VIA CARPETANA - CALLE DEL ARROYO VALDECELADA,0,40.398823,-3.7344002,2018/16338,0,2,2,0,0
CALLE  VIA CARPETANA - CALLE DEL ARROYO VALDECELADA,0,40.398823,-3.7344002,2018/7907,2,0,1,0,0
CALLE  VIA CARPETANA - CALLE DEL MOCHUELO,0,40.3963326,-3.737533499999999,2018/13272,0,2,1,0,0
CALLE  VIA CARPETANA - CALLE DEL MOCHUELO,0,40.3963326,-3.737533499999999,2018/6222,0,1,0,1,0
CALLE  VIA CARPETANA - CALLE DEL PETIRROJO,0,40.3899689,-3.7438193,2018/14593,0,1,1,0,0
CALLE  VIA CARPETANA - PASEO DE LA ERMITA DEL SANTO,0,40.3996275,-3.7332813,2018/12397,0,1,1,0,0
CALLE  VIA CARPETANA NUM,137,40.3933259,-3.7401581,2018/3630,0,2,1,0,0
CALLE  VIA CARPETANA NUM,138,40.3933259,-3.7401581,2018/830,0,1,1,0,0
CALLE  VIA CARPETANA NUM,141,40.3933259,-3.7401581,2018/11696,0,1,2,0,0
CALLE  VIA CARPETANA NUM,145,40.3933259,-3.7401581,2018/11403,0,2,1,0,0
CALLE  VIA CARPETANA NUM,199,40.3933259,-3.7401581,2018/1144,0,3,1,0,0
CALLE  VIA CARPETANA NUM,207,40.3933259,-3.7401581,2018/5400,0,8,1,0,0
CALLE  VIA CARPETANA NUM,332,40.3933259,-3.7401581,2018/1279,0,1,1,0,0
CALLE  VIA CARPETANA NUM,348,40.3933259,-3.7401581,2018/10500,0,1,1,0,0
CALLE  VIA CARPETANA NUM,348,40.3933259,-3.7401581,2018/2235,1,0,1,0,0
CALLE  VIA CARPETANA NUM,75,40.3933259,-3.7401581,2018/147,0,2,0,1,0
CALLE  VIA CARPETANA NUM,95,40.3933259,-3.7401581,2018/4188,0,2,1,0,0
CALLE  VIA DE DUBLIN - CALLE DE FRANCISCO UMBRAL,          ,40.4737397,-3.6244378,2018/12481,0,1,1,0,0
CALLE  VIA DE DUBLIN - CALLE DE FRANCISCO UMBRAL,0,40.4737397,-3.6244378,2018/10050,0,1,1,0,0
CALLE  VIA DE DUBLIN - GLORIETA DE HAMBURGO,0,40.4641182,-3.612323699999999,2018/3482,0,0,1,0,0
CALLE  VIA DE DUBLIN NUM,1,40.465611,-3.6114907,2018/13536,0,4,1,0,0
CALLE  VIA DE DUBLIN NUM,1,40.465611,-3.6114907,2018/4525,0,2,1,0,0
CALLE  VIA DE DUBLIN NUM,7,40.465611,-3.6114907,2018/1668,1,4,1,0,0
CALLE  VIA LIMITE - CALLE DE LAS MAGNOLIAS,0,40.4732502,-3.6902704,2018/5738,0,0,1,0,0
CALLE  VIA LIMITE NUM,45,40.4734,-3.692557599999999,2018/10787,0,5,4,0,0
CALLE  VIA LUSITANA - CALLE DE BRAGANZA,0,40.3840733,-3.7208359,2018/3248,0,2,2,0,0
CALLE  VIA LUSITANA - CALLE DE BRAGANZA,0,40.3840733,-3.7208359,2018/7089,0,3,1,0,0
CALLE  VIA LUSITANA - CALLE DE BRAGANZA,0,40.3840733,-3.7208359,2018/8244,0,1,9,0,0
CALLE  VIA LUSITANA - CALLE DE CARRERO JUAN RAMON,0,40.3788055,-3.728362499999999,2018/9171,1,1,2,0,0
CALLE  VIA LUSITANA - CALLE DEL AGUACATE,0,40.3727389,-3.7421708,2018/1120,0,3,1,0,0
CALLE  VIA LUSITANA - CALLE DEL AGUACATE,0,40.3727389,-3.7421708,2018/2006,0,1,1,0,0
CALLE  VIA LUSITANA - CALLE DEL FARO,0,40.3809237,-3.7258295,2018/1840,0,0,2,0,0
CALLE  VIA LUSITANA - CALLE DEL FARO,0,40.3809237,-3.7258295,2018/661,0,1,1,0,0
CALLE  VIA LUSITANA - CALLE DEL HALCONERO DEL REY,0,40.3708526,-3.7374678,2018/16599,0,5,1,0,0
CALLE  VIA LUSITANA - CALLE DEL HALCONERO DEL REY,0,40.3708526,-3.7374678,2018/213,0,0,4,0,0
CALLE  VIA LUSITANA - CALLE DEL HALCONERO DEL REY,0,40.3708526,-3.7374678,2018/3394,0,2,1,0,0
CALLE  VIA LUSITANA - CALLE DEL REAL,0,40.3743883,-3.7326855,2018/13128,0,1,1,0,0
CALLE  VIA LUSITANA - CALLE DEL REAL,0,40.3743883,-3.7326855,2018/6378,0,2,1,0,0
CALLE  VIA LUSITANA - CALLE DEL THALER,0,40.3727389,-3.7421708,2018/8076,0,2,2,0,0
CALLE  VIA LUSITANA - PLAZA DE COIMBRA,0,40.3829713,-3.7231139,2018/4175,1,2,0,0,1
CALLE  VIA LUSITANA - PLAZA DE FERNANDEZ LADREDA,0,40.3849621,-3.717899,2018/5001,0,1,1,0,0
CALLE  VIA LUSITANA NUM,1,40.3832697,-3.7205634,2018/10316,0,2,1,0,0
CALLE  VIA LUSITANA NUM,106,40.3832697,-3.7205634,2018/15031,0,1,3,0,0
CALLE  VIA LUSITANA NUM,114,40.3832697,-3.7205634,2018/13081,3,2,2,0,0
CALLE  VIA LUSITANA NUM,122,40.3832697,-3.7205634,2018/5382,0,1,1,0,0
CALLE  VIA LUSITANA NUM,128,40.3832697,-3.7205634,2018/13122,0,2,1,0,0
CALLE  VIA LUSITANA NUM,134,40.3832697,-3.7205634,2018/2073,0,2,1,0,0
CALLE  VIA LUSITANA NUM,134,40.3832697,-3.7205634,2018/212,1,4,5,0,0
CALLE  VIA LUSITANA NUM,134,40.3832697,-3.7205634,2018/383,0,0,1,0,0
CALLE  VIA LUSITANA NUM,134,40.3832697,-3.7205634,2018/4649,0,2,0,1,0
CALLE  VIA LUSITANA NUM,22,40.3832697,-3.7205634,2018/5238,0,0,0,1,0
CALLE  VIA LUSITANA NUM,25,40.3832697,-3.7205634,2018/5111,0,1,1,0,0
CALLE  VIA LUSITANA NUM,43,40.3832697,-3.7205634,2018/636,0,2,1,0,0
CALLE  VIA LUSITANA NUM,62,40.3832697,-3.7205634,2018/11618,0,0,1,0,0
CALLE  VIEJA DE PINTO - CALLE DE PALOMARES,0,40.3475894,-3.7088299,2018/8719,0,2,1,0,0
CALLE DE ABEL - CALLE DE BEIRE,0,40.4503263,-3.708205899999999,2018/10339,0,2,1,0,0
CALLE DE ABEL - CALLE DE BEIRE,0,40.4503263,-3.708205899999999,2018/7010,0,1,1,0,0
CALLE DE ABEL - CALLE DE BEIRE,0,40.4503263,-3.708205899999999,2018/887,0,1,1,0,0
CALLE DE ABEL - CALLE DE OLITE,0,40.4499453,-3.7074138,2018/10928,0,1,1,0,0
CALLE DE ABEL - CALLE DE ZAMORA,0,40.4505056,-3.7085509,2018/10181,0,1,1,0,0
CALLE DE ABELLA NUM,16,40.3707885,-3.7536691,2018/187,0,1,1,0,0
CALLE DE ABTAO - CALLE DE CAVANILLES,0,40.4055985,-3.6749941,2018/10930,0,1,1,0,0
CALLE DE ABTAO NUM,40,40.4059413,-3.6746074,2018/13241,1,1,1,0,0
CALLE DE ABTAO NUM,5,40.4059413,-3.6746074,2018/755,0,0,1,0,0
CALLE DE ACENTEJO NUM,6,40.4336387,-3.6365306,2018/10321,0,0,1,0,0
CALLE DE ACEUCHAL - CALLE DE ALGABA,0,40.3916133,-3.7369353,2018/14190,1,0,1,0,0
CALLE DE ADOLFO BIOY CASARES - CALLE DE CAÑADA DEL SANTISIMO,0,40.3676439,-3.5961124,2018/3727,0,3,2,0,0
CALLE DE ADORA - CALLE DE PERIANA,0,40.3692567,-3.6886928,2018/3088,0,0,3,0,0
CALLE DE ADRIAN PULIDO - CALLE DE LORENZA CORREA,0,40.4533683,-3.7062765,2018/414,0,1,1,0,0
CALLE DE AFUERAS A VALVERDE - CALLE DE CALATRAVA,0,40.40917899999999,-3.7115055,2018/5393,0,1,1,0,0
CALLE DE AFUERAS A VALVERDE - CALLE DE NUESTRA SEÑORA DE VALVERDE,0,40.49886970000001,-3.6864508,2018/3364,0,6,1,0,0
CALLE DE AFUERAS A VALVERDE - CARRETERA DE COLMENAR,0,40.4982401,-3.6924092,2018/14788,1,0,3,0,0
CALLE DE AGASTIA - CALLE DE ANGEL MUÑOZ,0,40.4538227,-3.6578445,2018/1892,0,1,2,0,0
CALLE DE AGASTIA - CALLE DE ANGEL MUÑOZ,0,40.4538227,-3.6578445,2018/968,0,2,1,0,0
CALLE DE AGASTIA - CALLE DE BUESO PINEDA,0,40.4530997,-3.6571832,2018/6051,1,1,1,0,0
CALLE DE AGASTIA - CALLE DE HERNANDEZ DE TEJADA,0,40.446639,-3.6522185,2018/12607,0,1,1,0,0
CALLE DE AGASTIA - CALLE DE JOSE SILVA,0,40.4547072,-3.6586493,2018/4421,0,1,1,0,0
CALLE DE AGASTIA - CALLE DE JUAN PEREZ ZUÑIGA,0,40.4434146,-3.6477191,2018/14023,0,2,1,0,0
CALLE DE AGASTIA - CALLE DE JUAN PEREZ ZUÑIGA,0,40.4434146,-3.6477191,2018/5583,0,1,4,1,0
CALLE DE AGASTIA - CALLE DE JUAN PEREZ ZUÑIGA,0,40.4434146,-3.6477191,2018/7543,0,1,3,0,0
CALLE DE AGASTIA - CALLE DE LA CONDESA DE VENADITO,0,40.44567,-3.6511206,2018/14799,0,1,0,1,0
CALLE DE AGASTIA - CALLE DE RAMIREZ DE ARELLANO,0,40.4491045,-3.6540816,2018/11328,4,2,1,0,0
CALLE DE AGASTIA - CALLE DE RAMIREZ DE ARELLANO,0,40.4491045,-3.6540816,2018/5711,0,3,1,0,0
CALLE DE AGASTIA - CALLE DE RAMIREZ DE ARELLANO,0,40.4491045,-3.6540816,2018/6071,2,1,0,1,0
CALLE DE AGASTIA - CALLE DE SORZANO,0,40.4523337,-3.656478,2018/9859,0,1,1,0,0
CALLE DE AGASTIA - CALLE DEL CIDAMON,0,40.4515953,-3.6559226,2018/4591,0,2,1,0,0
CALLE DE AGASTIA NUM,1,40.44297479999999,-3.6470136,2018/10744,0,0,1,0,0
CALLE DE AGASTIA NUM,31,40.44297479999999,-3.6470136,2018/5174,0,1,1,0,0
CALLE DE AGATHA CHRISTIE NUM,157,40.5067486,-3.6335906,2018/5652,0,2,1,0,0
CALLE DE AGOSTO NUM,6,40.44170380000001,-3.5712652,2018/14926,0,1,1,0,0
CALLE DE AGUILAFUENTE NUM,109,40.4637734,-3.7098986,2018/4635,0,2,1,0,0
CALLE DE AGUILEÑAS - CALLE DE BRAVO MURILLO,0,40.46513059999999,-3.6932881,2018/794,0,5,1,0,0
CALLE DE AGUILEÑAS NUM,7,40.4660367,-3.6939568,2018/1913,1,3,1,0,0
CALLE DE AGUILON - PASEO DE SANTA MARIA DE LA CABEZA,          ,40.3978411,-3.7020891,2018/12669,1,0,1,0,0
CALLE DE AGUILON - PASEO DE SANTA MARIA DE LA CABEZA,0,40.3978411,-3.7020891,2018/14935,1,0,1,0,0
CALLE DE AGUIRRE - CALLE DE O'DONNELL,0,40.4214147,-3.6812249,2018/11617,0,0,1,0,0
CALLE DE AGUIRRE - CALLE DE O'DONNELL,0,40.4214147,-3.6812249,2018/15431,0,1,1,0,0
CALLE DE AGUIRRE - CALLE DE O'DONNELL,0,40.4214147,-3.6812249,2018/836,0,1,1,0,0
CALLE DE AGUSTIN CALVO - CALLE DE PEGASO,0,40.4641179,-3.649325499999999,2018/13243,1,1,1,0,0
CALLE DE AGUSTIN DE BETANCOURT - CALLE DE CRISTOBAL BORDIU,0,40.4428365,-3.6947809,2018/16592,0,2,1,0,0
CALLE DE AGUSTIN DE BETANCOURT - CALLE DE MARIA DE GUZMAN,0,40.4440546,-3.6951854,2018/6063,0,2,1,0,0
CALLE DE AGUSTIN DE BETANCOURT - CALLE DE MAUDES,          ,40.44480799999999,-3.6951875,2018/5787,0,1,1,0,0
CALLE DE AGUSTIN DE BETANCOURT - CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE,0,40.4463527,-3.6951881,2018/15715,0,3,1,0,0
CALLE DE AGUSTIN DE BETANCOURT - CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE,0,40.4463527,-3.6951881,2018/3141,0,1,1,0,0
CALLE DE AGUSTIN DE BETANCOURT - CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE,0,40.4463527,-3.6951881,2018/6931,0,1,1,0,0
CALLE DE AGUSTIN DE BETANCOURT - URBANIZACION  MANZANA DE AZCA,0,40.4495885,-3.6944498,2018/7695,0,0,1,0,0
CALLE DE AGUSTIN DE BETANCOURT NUM,13,40.4438354,-3.6953729,2018/2323,0,2,1,0,0
CALLE DE AGUSTIN DE BETANCOURT NUM,19,40.4438354,-3.6953729,2018/13047,0,2,1,0,0
CALLE DE AGUSTIN DE BETANCOURT NUM,3,40.4438354,-3.6953729,2018/6518,0,1,1,0,0
CALLE DE AGUSTIN DE BETANCOURT NUM,4,40.4438354,-3.6953729,2018/7426,0,2,2,0,0
CALLE DE AGUSTIN DE BETANCOURT NUM,6,40.4438354,-3.6953729,2018/12538,0,1,0,1,0
CALLE DE AGUSTIN DE FOXA - CALLE DE RODRIGUEZ JAEN,0,40.471636,-3.6839776,2018/13448,0,1,1,0,0
CALLE DE AGUSTIN DE FOXA - CALLE DEL PADRE FRANCISCO PALAU Y QUER,0,40.468612,-3.6870696,2018/2930,0,2,1,0,0
CALLE DE AGUSTIN DE FOXA - CALLE DEL PADRE FRANCISCO PALAU Y QUER,0,40.468612,-3.6870696,2018/3304,0,2,1,0,0
CALLE DE AGUSTIN DE FOXA - CALLE DEL PADRE FRANCISCO PALAU Y QUER,0,40.468612,-3.6870696,2018/4669,0,2,2,0,0
CALLE DE AGUSTIN DE FOXA - ESTACION DE CHAMARTIN,0,40.471929,-3.6836062,2018/2341,0,1,2,0,0
CALLE DE AGUSTIN DE FOXA - ESTACION DE CHAMARTIN,0,40.471929,-3.6836062,2018/5983,0,1,1,0,0
CALLE DE AGUSTIN DE FOXA NUM,1,40.4672308,-3.6883699,2018/14967,0,2,1,0,0
CALLE DE AGUSTIN DE FOXA NUM,1,40.4672308,-3.6883699,2018/5704,0,2,1,0,0
CALLE DE AGUSTIN DE FOXA NUM,1,40.4672308,-3.6883699,2018/7391,0,2,1,0,0
CALLE DE AGUSTIN DE FOXA NUM,20,40.4672308,-3.6883699,2018/1880,0,0,1,0,0
CALLE DE AGUSTIN DE FOXA NUM,31,40.4672308,-3.6883699,2018/3091,0,4,1,0,0
CALLE DE AGUSTIN DE FOXA NUM,31,40.4672308,-3.6883699,2018/3325,0,1,1,0,0
