FECHA CENSO,ANYO_EXPEDICION,MUNICIPIO,SEXO,GRUPO PERMISOS,HASTA 18,DE 19 A 24,DE 25 A 34,DE 35 A 44,DE 45 A 54,DE 55 A 64,DE 65 A 74,MÁS DE 74,Total
11/03/2019,2006,Madrid,M,A1,0,0,0,0,1,0,0,0,1
11/03/2019,2006,Madrid,M,AM,0,0,17,17,23,9,6,1,73
11/03/2019,2006,Madrid,M,B,0,0,9.126,7.688,2.468,938,166,17,20403
11/03/2019,2006,Madrid,M,"B,A,A2",0,0,27,270,119,18,1,2,437
11/03/2019,2006,Madrid,M,"B,A1",0,0,45,6,2,1,0,0,54
11/03/2019,2006,Madrid,M,"B,B+E",0,0,1,25,46,22,5,0,99
11/03/2019,2006,Madrid,M,"B,B+E,A,A2",0,0,0,6,1,0,0,0,7
11/03/2019,2006,Madrid,M,"B,B+E,A1",0,0,0,0,1,0,0,0,1
11/03/2019,2006,Madrid,M,BTP,0,0,0,3,6,13,1,0,23
11/03/2019,2006,Madrid,M,C,0,0,0,25,23,5,0,0,53
11/03/2019,2006,Madrid,M,"C,A,A2",0,0,0,13,2,0,0,0,15
11/03/2019,2006,Madrid,M,"C,B+E",0,0,0,0,1,0,0,0,1
11/03/2019,2006,Madrid,M,"C,C+E",0,0,0,6,2,0,0,0,8
11/03/2019,2006,Madrid,M,"C,C+E,A,A2",0,0,0,1,0,0,0,0,1
11/03/2019,2006,Madrid,M,C1,0,0,0,1,0,0,0,0,1
11/03/2019,2006,Madrid,M,"C1,A,A2",0,0,1,0,0,0,0,0,1
11/03/2019,2006,Madrid,M,D ,0,0,0,15,20,4,0,0,39
11/03/2019,2006,Madrid,M,"D,A,A2",0,0,0,12,4,0,0,0,16
11/03/2019,2006,Madrid,M,"D,D+E",0,0,0,2,4,1,0,0,7
11/03/2019,2006,Madrid,M,"D,D+E,A,A2",0,0,0,3,0,0,0,0,3
11/03/2019,2006,Madrid,M,Otros,0,0,768,524,149,29,3,0,1473
11/03/2019,2006,Madrid,V,A,0,0,0,3,7,5,1,0,16
11/03/2019,2006,Madrid,V,A1,0,0,1,0,0,0,0,0,1
11/03/2019,2006,Madrid,V,AM,0,0,79,39,39,19,6,0,182
11/03/2019,2006,Madrid,V,B,0,0,7.087,5.631,2.431,971,219,23,16362
11/03/2019,2006,Madrid,V,"B,A,A2",0,0,149,1.602,698,157,22,4,2632
11/03/2019,2006,Madrid,V,"B,A1",0,0,79,11,3,0,0,1,94
11/03/2019,2006,Madrid,V,"B,B+E",0,0,8,277,402,253,52,7,999
11/03/2019,2006,Madrid,V,"B,B+E,A,A2",0,0,3,37,35,26,8,0,109
11/03/2019,2006,Madrid,V,"B,B+E,A1",0,0,0,0,2,0,0,1,3
11/03/2019,2006,Madrid,V,BTP,0,0,3,14,14,18,2,0,51
11/03/2019,2006,Madrid,V,C,0,0,13,169,179,58,4,0,423
11/03/2019,2006,Madrid,V,"C,A,A2",0,0,5,112,71,15,0,0,203
11/03/2019,2006,Madrid,V,"C,A1",0,0,1,5,2,1,0,0,9
11/03/2019,2006,Madrid,V,"C,B+E",0,0,0,4,6,4,0,0,14
11/03/2019,2006,Madrid,V,"C,C+E",0,0,14,84,93,23,3,0,217
11/03/2019,2006,Madrid,V,"C,C+E,A,A2",0,0,1,40,23,12,0,0,76
11/03/2019,2006,Madrid,V,C1,0,0,1,0,0,0,0,0,1
11/03/2019,2006,Madrid,V,"C1,A,A2",0,0,2,11,13,0,0,0,26
11/03/2019,2006,Madrid,V,"C1,A1",0,0,0,1,0,0,0,0,1
11/03/2019,2006,Madrid,V,"C1,C1+E,A,",0,0,0,2,6,0,0,0,8
11/03/2019,2006,Madrid,V,D ,0,0,3,61,63,23,4,0,154
11/03/2019,2006,Madrid,V,"D,A,A2",0,0,0,49,33,14,2,0,98
11/03/2019,2006,Madrid,V,"D,A1",0,0,0,5,0,1,0,0,6
11/03/2019,2006,Madrid,V,"D,B+E",0,0,0,0,1,1,0,0,2
11/03/2019,2006,Madrid,V,"D,B+E,A,A2",0,0,0,3,0,0,0,0,3
11/03/2019,2006,Madrid,V,"D,D+E",0,0,1,33,46,34,3,0,117
11/03/2019,2006,Madrid,V,"D,D+E,A,A2",0,0,2,65,52,16,2,0,137
11/03/2019,2006,Madrid,V,"D1,D1+E",0,0,0,0,1,0,0,0,1
11/03/2019,2006,Madrid,V,Otros,0,0,1.284,1.118,307,52,9,0,2770
11/03/2019,2007,Madrid,M,A,0,0,0,0,1,0,0,0,1
11/03/2019,2007,Madrid,M,AM,0,0,16,21,21,10,5,1,74
11/03/2019,2007,Madrid,M,B,0,0,9.262,6.185,2.128,755,146,16,18492
11/03/2019,2007,Madrid,M,"B,A,A2",0,0,51,356,107,29,1,0,544
11/03/2019,2007,Madrid,M,"B,A1",0,0,33,3,2,0,1,0,39
11/03/2019,2007,Madrid,M,"B,B+E",0,0,1,38,60,34,7,0,140
11/03/2019,2007,Madrid,M,"B,B+E,A,A2",0,0,0,1,1,0,0,0,2
11/03/2019,2007,Madrid,M,"B,B+E,A1",0,0,0,0,1,1,0,0,2
11/03/2019,2007,Madrid,M,BTP,0,0,1,8,2,12,1,0,24
11/03/2019,2007,Madrid,M,C,0,0,5,34,21,6,1,0,67
11/03/2019,2007,Madrid,M,"C,A,A2",0,0,1,11,1,0,0,0,13
11/03/2019,2007,Madrid,M,"C,A1",0,0,0,2,0,0,0,0,2
11/03/2019,2007,Madrid,M,"C,B+E",0,0,0,1,1,0,0,0,2
11/03/2019,2007,Madrid,M,"C,C+E",0,0,0,2,0,0,0,0,2
11/03/2019,2007,Madrid,M,"C,C+E,A,A2",0,0,0,3,0,0,0,0,3
11/03/2019,2007,Madrid,M,"C1,A,A2",0,0,1,3,0,0,0,0,4
11/03/2019,2007,Madrid,M,D ,0,0,3,21,30,12,0,0,66
11/03/2019,2007,Madrid,M,"D,A,A2",0,0,0,4,5,2,0,0,11
11/03/2019,2007,Madrid,M,"D,D+E",0,0,0,4,3,0,0,0,7
11/03/2019,2007,Madrid,M,"D,D+E,A,A2",0,0,0,2,1,1,0,0,4
11/03/2019,2007,Madrid,M,"D1,D1+E,A,",0,0,0,0,1,0,0,0,1
11/03/2019,2007,Madrid,M,Otros,0,0,833,393,151,26,7,0,1410
11/03/2019,2007,Madrid,V,A,0,0,0,4,5,6,0,0,15
11/03/2019,2007,Madrid,V,AM,0,0,74,54,34,21,9,2,194
11/03/2019,2007,Madrid,V,B,0,0,8.059,4.832,2.050,821,154,18,15934
11/03/2019,2007,Madrid,V,"B,A,A2",0,0,289,1.817,852,259,42,5,3264
11/03/2019,2007,Madrid,V,"B,A1",0,0,89,11,7,2,0,0,109
11/03/2019,2007,Madrid,V,"B,B+E",0,0,21,303,372,225,47,3,971
11/03/2019,2007,Madrid,V,"B,B+E,A,A2",0,0,2,40,30,16,3,1,92
11/03/2019,2007,Madrid,V,"B,B+E,A1",0,0,0,0,2,3,0,0,5
11/03/2019,2007,Madrid,V,BTP,0,0,8,17,19,58,5,0,107
11/03/2019,2007,Madrid,V,C,0,0,45,240,217,62,8,0,572
11/03/2019,2007,Madrid,V,"C,A,A2",0,0,10,133,96,27,1,0,267
11/03/2019,2007,Madrid,V,"C,A1",0,0,1,3,5,1,0,0,10
11/03/2019,2007,Madrid,V,"C,B+E",0,0,0,5,12,1,1,0,19
11/03/2019,2007,Madrid,V,"C,C+E",0,0,14,66,65,18,1,0,164
11/03/2019,2007,Madrid,V,"C,C+E,A,A2",0,0,4,40,27,12,1,0,84
11/03/2019,2007,Madrid,V,C1,0,0,0,1,0,0,0,0,1
11/03/2019,2007,Madrid,V,"C1,A,A2",0,0,1,5,14,1,0,0,21
11/03/2019,2007,Madrid,V,"C1,A1",0,0,1,0,0,0,0,0,1
11/03/2019,2007,Madrid,V,"C1,C1+E,A,",0,0,0,0,5,1,0,0,6
11/03/2019,2007,Madrid,V,D ,0,0,9,82,80,26,2,0,199
11/03/2019,2007,Madrid,V,"D,A,A2",0,0,3,49,38,8,0,0,98
11/03/2019,2007,Madrid,V,"D,A1",0,0,0,1,1,0,0,0,2
11/03/2019,2007,Madrid,V,"D,B+E",0,0,0,1,1,1,0,0,3
11/03/2019,2007,Madrid,V,"D,B+E,A,A2",0,0,0,0,2,0,0,0,2
11/03/2019,2007,Madrid,V,"D,D+E",0,0,6,42,32,19,1,0,100
11/03/2019,2007,Madrid,V,"D,D+E,A,A2",0,0,6,77,43,14,1,0,141
11/03/2019,2007,Madrid,V,D1,0,0,1,0,0,0,0,0,1
11/03/2019,2007,Madrid,V,"D1,D1+E,A,",0,0,0,1,0,0,0,0,1
11/03/2019,2007,Madrid,V,Otros,0,0,1.532,1.134,333,99,10,1,3109
11/03/2019,2008,Madrid,M,A1,0,0,0,1,0,0,0,0,1
11/03/2019,2008,Madrid,M,AM,0,0,11,17,9,10,4,1,52
11/03/2019,2008,Madrid,M,B,0,0,10.313,5.406,2.035,710,98,12,18574
11/03/2019,2008,Madrid,M,"B,A,A2",0,0,86,404,116,5,3,0,614
11/03/2019,2008,Madrid,M,"B,A1",0,0,35,6,9,1,0,0,51
11/03/2019,2008,Madrid,M,"B,B+E",0,0,10,40,46,38,7,0,141
11/03/2019,2008,Madrid,M,"B,B+E,A,A2",0,0,0,2,3,0,1,0,6
11/03/2019,2008,Madrid,M,BTP,0,0,7,9,11,2,1,0,30
11/03/2019,2008,Madrid,M,C,0,0,15,31,19,2,1,0,68
11/03/2019,2008,Madrid,M,"C,A,A2",0,0,2,9,2,2,0,0,15
11/03/2019,2008,Madrid,M,"C,A1",0,0,1,0,0,0,0,0,1
11/03/2019,2008,Madrid,M,"C,C+E",0,0,0,4,2,1,0,0,7
11/03/2019,2008,Madrid,M,"C,C+E,A,A2",0,0,0,0,1,0,0,0,1
11/03/2019,2008,Madrid,M,C1,0,0,1,1,1,0,0,0,3
11/03/2019,2008,Madrid,M,"C1,A,A2",0,0,2,0,0,0,0,0,2
11/03/2019,2008,Madrid,M,D ,0,0,7,22,33,6,0,0,68
11/03/2019,2008,Madrid,M,"D,A,A2",0,0,0,5,4,0,0,0,9
11/03/2019,2008,Madrid,M,"D,A1",0,0,0,1,0,0,0,0,1
11/03/2019,2008,Madrid,M,"D,D+E",0,0,0,5,1,2,0,0,8
11/03/2019,2008,Madrid,M,"D,D+E,A,A2",0,0,0,2,0,0,0,0,2
11/03/2019,2008,Madrid,M,Otros,0,0,940,376,135,31,6,0,1488
11/03/2019,2008,Madrid,V,A,0,0,0,5,10,2,0,0,17
11/03/2019,2008,Madrid,V,A1,0,0,1,0,0,0,0,0,1
11/03/2019,2008,Madrid,V,AM,0,1,46,47,24,15,7,1,141
11/03/2019,2008,Madrid,V,B,0,0,9.522,4.891,2.223,799,155,24,17614
11/03/2019,2008,Madrid,V,"B,A,A2",0,0,580,2.363,908,255,44,3,4153
11/03/2019,2008,Madrid,V,"B,A1",0,0,100,10,4,3,1,0,118
11/03/2019,2008,Madrid,V,"B,B+E",0,0,23,255,331,250,50,3,912
11/03/2019,2008,Madrid,V,"B,B+E,A,A2",0,0,3,54,33,27,4,0,121
11/03/2019,2008,Madrid,V,"B,B+E,A1",0,0,1,0,1,2,0,0,4
11/03/2019,2008,Madrid,V,BTP,0,0,13,40,40,9,0,0,102
11/03/2019,2008,Madrid,V,C,0,0,65,228,201,55,3,0,552
11/03/2019,2008,Madrid,V,"C,A,A2",0,0,25,149,87,28,2,0,291
11/03/2019,2008,Madrid,V,"C,A1",0,0,0,4,7,0,0,0,11
11/03/2019,2008,Madrid,V,"C,B+E",0,0,1,10,14,3,0,0,28
11/03/2019,2008,Madrid,V,"C,C+E",0,0,18,72,48,19,1,0,158
11/03/2019,2008,Madrid,V,"C,C+E,A,A2",0,0,7,59,18,11,0,0,95
11/03/2019,2008,Madrid,V,C1,0,0,2,0,2,0,0,0,4
11/03/2019,2008,Madrid,V,"C1,A,A2",0,0,4,3,10,1,0,0,18
11/03/2019,2008,Madrid,V,"C1,B+E",0,0,0,0,1,0,0,0,1
11/03/2019,2008,Madrid,V,"C1,C1+E",0,0,0,0,0,1,0,0,1
11/03/2019,2008,Madrid,V,"C1,C1+E,A,",0,0,0,1,5,0,0,0,6
11/03/2019,2008,Madrid,V,D ,0,0,16,83,81,28,2,0,210
11/03/2019,2008,Madrid,V,"D,A,A2",0,0,13,62,49,7,1,0,132
11/03/2019,2008,Madrid,V,"D,A1",0,0,1,2,0,1,0,0,4
11/03/2019,2008,Madrid,V,"D,B+E",0,0,0,4,1,1,0,0,6
11/03/2019,2008,Madrid,V,"D,B+E,A,A2",0,0,0,3,1,0,0,0,4
11/03/2019,2008,Madrid,V,"D,D+E",0,0,4,59,35,17,1,0,116
11/03/2019,2008,Madrid,V,"D,D+E,A,A2",0,0,8,111,55,10,3,0,187
11/03/2019,2008,Madrid,V,D1,0,0,0,0,0,1,0,0,1
11/03/2019,2008,Madrid,V,"D1,D1+E",0,0,0,1,0,0,0,0,1
11/03/2019,2008,Madrid,V,"D1,D1+E,A,",0,0,0,1,3,0,0,0,4
11/03/2019,2008,Madrid,V,Otros,0,0,1.783,942,365,84,6,0,3180
11/03/2019,2009,Madrid,M,A,0,0,0,3,2,0,0,0,5
11/03/2019,2009,Madrid,M,AM,0,4,4,7,0,0,1,0,16
11/03/2019,2009,Madrid,M,B,0,0,10.323,5.962,2.089,571,114,12,19071
11/03/2019,2009,Madrid,M,"B,A,A2",0,0,193,538,138,22,3,0,894
11/03/2019,2009,Madrid,M,"B,A1",0,0,26,13,5,2,1,0,47
11/03/2019,2009,Madrid,M,"B,B+E",0,0,38,75,48,23,5,0,189
11/03/2019,2009,Madrid,M,"B,B+E,A,A2",0,0,1,4,0,1,1,0,7
11/03/2019,2009,Madrid,M,"B,B+E,A1",0,0,0,1,0,1,0,0,2
11/03/2019,2009,Madrid,M,BTP,0,0,17,39,35,16,1,0,108
11/03/2019,2009,Madrid,M,C,0,0,14,25,31,7,0,0,77
11/03/2019,2009,Madrid,M,"C,A,A2",0,0,6,13,5,0,0,0,24
11/03/2019,2009,Madrid,M,"C,A1",0,0,0,0,1,0,0,0,1
11/03/2019,2009,Madrid,M,"C,C+E",0,0,3,6,1,0,0,0,10
11/03/2019,2009,Madrid,M,"C,C+E,A,A2",0,0,0,1,1,0,0,0,2
11/03/2019,2009,Madrid,M,"C1,A,A2",0,0,0,1,0,0,1,0,2
11/03/2019,2009,Madrid,M,D ,0,0,9,16,16,3,0,0,44
11/03/2019,2009,Madrid,M,"D,A,A2",0,0,2,4,3,1,1,0,11
11/03/2019,2009,Madrid,M,"D,B+E",0,0,0,0,1,0,0,0,1
11/03/2019,2009,Madrid,M,"D,D+E",0,0,1,4,0,0,0,0,5
11/03/2019,2009,Madrid,M,"D,D+E,A,A2",0,0,0,2,0,0,0,0,2
11/03/2019,2009,Madrid,M,Otros,0,0,760,302,98,13,8,0,1181
11/03/2019,2009,Madrid,V,A,0,0,2,9,9,6,0,0,26
11/03/2019,2009,Madrid,V,A1,0,0,2,0,0,0,0,0,2
11/03/2019,2009,Madrid,V,AM,0,4,25,15,4,1,0,0,49
11/03/2019,2009,Madrid,V,B,0,0,8.478,5.424,2.115,573,114,17,16721
11/03/2019,2009,Madrid,V,"B,A,A2",0,0,968,2.953,1.173,371,56,1,5522
11/03/2019,2009,Madrid,V,"B,A1",0,0,65,21,9,6,0,0,101
11/03/2019,2009,Madrid,V,"B,B+E",0,0,130,406,300,125,25,2,988
11/03/2019,2009,Madrid,V,"B,B+E,A,A2",0,0,6,52,40,21,8,1,128
11/03/2019,2009,Madrid,V,"B,B+E,A1",0,0,0,1,1,1,0,0,3
11/03/2019,2009,Madrid,V,BTP,0,0,83,121,120,48,2,0,374
11/03/2019,2009,Madrid,V,C,0,0,68,211,184,47,1,0,511
11/03/2019,2009,Madrid,V,"C,A,A2",0,0,39,150,77,23,3,1,293
11/03/2019,2009,Madrid,V,"C,A1",0,0,0,3,1,0,0,0,4
11/03/2019,2009,Madrid,V,"C,B+E",0,0,1,9,4,3,0,0,17
11/03/2019,2009,Madrid,V,"C,C+E",0,0,24,52,45,13,1,0,135
11/03/2019,2009,Madrid,V,"C,C+E,A,A2",0,0,9,55,34,10,0,0,108
11/03/2019,2009,Madrid,V,C1,0,0,1,0,0,0,0,0,1
11/03/2019,2009,Madrid,V,"C1,A,A2",0,0,3,5,17,2,0,0,27
11/03/2019,2009,Madrid,V,"C1,C1+E,A,",0,0,0,3,1,0,0,0,4
11/03/2019,2009,Madrid,V,D ,0,0,28,77,87,19,0,0,211
11/03/2019,2009,Madrid,V,"D,A,A2",0,0,16,70,54,14,0,0,154
11/03/2019,2009,Madrid,V,"D,A1",0,0,0,0,1,0,0,0,1
11/03/2019,2009,Madrid,V,"D,B+E",0,0,0,1,4,3,0,0,8
11/03/2019,2009,Madrid,V,"D,B+E,A,A2",0,0,0,0,1,0,0,0,1
11/03/2019,2009,Madrid,V,"D,D+E",0,0,7,44,49,10,0,0,110
11/03/2019,2009,Madrid,V,"D,D+E,A,A2",0,0,20,67,53,15,1,0,156
11/03/2019,2009,Madrid,V,D1,0,0,0,1,0,0,0,0,1
11/03/2019,2009,Madrid,V,"D1,D1+E,A,",0,0,1,0,0,1,0,0,2
11/03/2019,2009,Madrid,V,Otros,0,0,1.385,835,332,94,10,0,2656
11/03/2019,2010,Madrid,M,A,0,0,0,0,0,1,0,0,1
11/03/2019,2010,Madrid,M,A1,0,0,1,0,0,0,0,0,1
11/03/2019,2010,Madrid,M,AM,0,10,5,6,1,0,0,0,22
11/03/2019,2010,Madrid,M,B,0,0,10.049,5.119,1.907,585,109,4,17773
11/03/2019,2010,Madrid,M,"B,A,A2",0,0,348,704,177,37,2,0,1268
11/03/2019,2010,Madrid,M,"B,A1",0,0,18,3,4,0,0,0,25
11/03/2019,2010,Madrid,M,"B,B+E",0,0,20,47,34,14,2,0,117
11/03/2019,2010,Madrid,M,"B,B+E,A,A2",0,0,4,3,1,1,0,0,9
11/03/2019,2010,Madrid,M,"B,B+E,A1",0,0,0,0,2,0,1,0,3
11/03/2019,2010,Madrid,M,BTP,0,0,24,23,16,8,0,0,71
11/03/2019,2010,Madrid,M,C,0,0,9,10,11,1,0,0,31
11/03/2019,2010,Madrid,M,"C,A,A2",0,0,9,16,0,0,0,0,25
11/03/2019,2010,Madrid,M,"C,A1",0,0,0,1,1,0,0,0,2
11/03/2019,2010,Madrid,M,"C,C+E",0,0,3,2,1,1,0,0,7
11/03/2019,2010,Madrid,M,"C,C+E,A,A2",0,0,2,4,0,0,0,0,6
11/03/2019,2010,Madrid,M,"C1,A,A2",0,0,1,0,0,0,0,0,1
11/03/2019,2010,Madrid,M,"C1,C1+E,A,",0,0,0,0,1,1,0,0,2
11/03/2019,2010,Madrid,M,D ,0,0,12,23,15,2,0,0,52
11/03/2019,2010,Madrid,M,"D,A,A2",0,0,7,10,3,0,0,0,20
11/03/2019,2010,Madrid,M,"D,A1",0,0,0,1,0,0,0,0,1
11/03/2019,2010,Madrid,M,"D,D+E",0,0,0,4,1,0,0,0,5
11/03/2019,2010,Madrid,M,"D,D+E,A,A2",0,0,1,6,5,0,0,0,12
11/03/2019,2010,Madrid,M,Otros,0,0,615,250,105,24,4,0,998
11/03/2019,2010,Madrid,V,A,0,0,3,10,13,4,0,0,30
11/03/2019,2010,Madrid,V,A1,0,0,2,1,1,0,0,0,4
11/03/2019,2010,Madrid,V,A2,0,0,3,5,2,0,0,0,10
11/03/2019,2010,Madrid,V,AM,0,18,23,21,6,2,0,1,71
11/03/2019,2010,Madrid,V,B,0,0,8.682,4.291,1.713,519,99,14,15318
11/03/2019,2010,Madrid,V,"B,A,A2",0,0,1.651,3.188,1.201,391,36,0,6467
11/03/2019,2010,Madrid,V,"B,A1",0,0,54,7,3,1,1,0,66
11/03/2019,2010,Madrid,V,"B,B+E",0,0,79,199,182,82,14,0,556
11/03/2019,2010,Madrid,V,"B,B+E,A,A2",0,0,9,63,35,29,3,1,140
11/03/2019,2010,Madrid,V,"B,B+E,A1",0,0,0,0,1,1,0,0,2
11/03/2019,2010,Madrid,V,BTP,0,0,69,105,72,55,1,0,302
11/03/2019,2010,Madrid,V,C,0,0,61,118,101,37,4,0,321
11/03/2019,2010,Madrid,V,"C,A,A2",0,0,52,134,58,17,0,0,261
11/03/2019,2010,Madrid,V,"C,A1",0,0,1,1,0,0,0,0,2
11/03/2019,2010,Madrid,V,"C,B+E",0,0,1,7,7,2,0,0,17
11/03/2019,2010,Madrid,V,"C,C+E",0,0,19,63,29,6,0,0,117
11/03/2019,2010,Madrid,V,"C,C+E,A,A2",0,0,11,56,30,8,3,0,108
11/03/2019,2010,Madrid,V,C1,0,0,2,0,0,0,0,0,2
11/03/2019,2010,Madrid,V,"C1,A,A2",0,0,4,4,26,2,0,0,36
11/03/2019,2010,Madrid,V,"C1,B+E",0,0,0,0,1,0,0,0,1
11/03/2019,2010,Madrid,V,"C1,C1+E,A,",0,0,0,3,3,1,0,0,7
11/03/2019,2010,Madrid,V,D ,0,0,22,88,69,16,2,0,197
11/03/2019,2010,Madrid,V,"D,A,A2",0,0,27,88,35,7,0,0,157
11/03/2019,2010,Madrid,V,"D,A1",0,0,0,2,0,0,0,0,2
11/03/2019,2010,Madrid,V,"D,B+E",0,0,0,3,3,1,0,0,7
11/03/2019,2010,Madrid,V,"D,D+E",0,0,3,33,22,17,1,0,76
11/03/2019,2010,Madrid,V,"D,D+E,A,A2",0,0,11,92,58,22,2,0,185
11/03/2019,2010,Madrid,V,D1,0,0,0,1,0,1,0,0,2
11/03/2019,2010,Madrid,V,Otros,0,0,1.343,704,277,63,4,0,2391
11/03/2019,2011,Madrid,M,A,0,0,0,3,1,1,0,0,5
11/03/2019,2011,Madrid,M,A1,0,0,1,0,0,0,0,0,1
11/03/2019,2011,Madrid,M,A2,0,0,0,1,0,0,0,0,1
11/03/2019,2011,Madrid,M,AM,0,4,4,7,2,1,0,0,18
11/03/2019,2011,Madrid,M,B,0,0,9.658,3.906,1.451,417,61,1,15494
11/03/2019,2011,Madrid,M,"B,A,A2",0,0,384,376,78,13,0,1,852
11/03/2019,2011,Madrid,M,"B,A1",0,0,13,12,3,0,0,0,28
11/03/2019,2011,Madrid,M,"B,B+E",0,0,9,26,10,7,1,0,53
11/03/2019,2011,Madrid,M,"B,B+E,A,A2",0,0,2,1,3,2,0,0,8
11/03/2019,2011,Madrid,M,"B,B+E,A1",0,0,0,3,0,0,0,0,3
11/03/2019,2011,Madrid,M,C,0,0,7,10,2,3,0,0,22
11/03/2019,2011,Madrid,M,"C,A,A2",0,0,2,13,4,0,0,0,19
11/03/2019,2011,Madrid,M,"C,C+E",0,0,0,1,0,1,0,0,2
11/03/2019,2011,Madrid,M,"C,C+E,A,A2",0,0,1,2,0,0,0,0,3
11/03/2019,2011,Madrid,M,C1,0,0,0,0,1,0,0,0,1
11/03/2019,2011,Madrid,M,"C1,A,A2",0,0,0,1,0,0,0,0,1
11/03/2019,2011,Madrid,M,D ,0,0,9,13,7,2,0,0,31
11/03/2019,2011,Madrid,M,"D,A,A2",0,0,2,6,1,0,0,0,9
11/03/2019,2011,Madrid,M,"D,D+E",0,0,0,3,1,0,0,0,4
11/03/2019,2011,Madrid,M,"D,D+E,A,A2",0,0,1,3,0,0,0,0,4
11/03/2019,2011,Madrid,M,Otros,0,1,520,194,59,11,0,0,785
11/03/2019,2011,Madrid,V,A,0,0,4,18,6,1,0,0,29
11/03/2019,2011,Madrid,V,A1,0,1,1,0,0,1,0,0,3
11/03/2019,2011,Madrid,V,A2,0,0,1,4,1,0,0,0,6
11/03/2019,2011,Madrid,V,AM,0,16,22,4,5,0,0,0,47
11/03/2019,2011,Madrid,V,B,0,0,8.549,3.197,1.335,380,77,6,13544
11/03/2019,2011,Madrid,V,"B,A,A2",0,0,1.626,2.004,695,194,13,0,4532
11/03/2019,2011,Madrid,V,"B,A1",0,0,51,21,15,6,0,0,93
11/03/2019,2011,Madrid,V,"B,B+E",0,0,29,84,71,25,5,0,214
11/03/2019,2011,Madrid,V,"B,B+E,A,A2",0,0,13,38,30,10,3,0,94
11/03/2019,2011,Madrid,V,"B,B+E,A1",0,0,1,1,1,0,1,0,4
11/03/2019,2011,Madrid,V,BTP,0,0,2,4,1,1,0,0,8
11/03/2019,2011,Madrid,V,C,0,0,39,76,61,16,0,0,192
11/03/2019,2011,Madrid,V,"C,A,A2",0,0,42,76,41,12,0,0,171
11/03/2019,2011,Madrid,V,"C,B+E",0,0,0,5,2,3,0,0,10
11/03/2019,2011,Madrid,V,"C,C+E",0,0,19,32,28,3,0,0,82
11/03/2019,2011,Madrid,V,"C,C+E,A,A2",0,0,17,27,16,10,1,0,71
11/03/2019,2011,Madrid,V,"C1,A,A2",0,0,2,1,5,0,0,0,8
11/03/2019,2011,Madrid,V,"C1,C1+E,A,",0,0,0,1,3,0,0,0,4
11/03/2019,2011,Madrid,V,D ,0,0,16,60,65,22,1,0,164
11/03/2019,2011,Madrid,V,"D,A,A2",0,0,31,61,30,6,0,0,128
11/03/2019,2011,Madrid,V,"D,A1",0,0,0,0,2,0,0,0,2
11/03/2019,2011,Madrid,V,"D,B+E",0,0,0,3,0,0,0,0,3
11/03/2019,2011,Madrid,V,"D,D+E",0,0,4,27,29,3,1,0,64
11/03/2019,2011,Madrid,V,"D,D+E,A,A2",0,0,13,39,31,9,1,0,93
11/03/2019,2011,Madrid,V,Otros,0,0,1.099,479,174,41,1,0,1794
11/03/2019,2012,Madrid,M,A,0,0,0,4,2,0,0,0,6
11/03/2019,2012,Madrid,M,A1,0,0,1,0,0,0,0,0,1
11/03/2019,2012,Madrid,M,A2,0,0,0,1,0,0,0,0,1
11/03/2019,2012,Madrid,M,AM,0,13,4,3,2,1,1,0,24
11/03/2019,2012,Madrid,M,B,0,476,9.296,3.382,1.289,373,59,5,14880
11/03/2019,2012,Madrid,M,"B,A,A2",0,0,204,219,51,18,1,0,493
11/03/2019,2012,Madrid,M,"B,A1",0,7,10,4,7,1,0,0,29
11/03/2019,2012,Madrid,M,"B,B+E",0,0,21,34,19,7,1,0,82
11/03/2019,2012,Madrid,M,"B,B+E,A,A2",0,0,1,1,0,0,0,0,2
11/03/2019,2012,Madrid,M,"B,B+E,A1",0,0,1,0,1,0,0,0,2
11/03/2019,2012,Madrid,M,BTP,0,0,1,0,1,0,0,0,2
11/03/2019,2012,Madrid,M,C,0,0,7,8,3,2,0,0,20
11/03/2019,2012,Madrid,M,"C,A,A2",0,0,8,1,1,1,0,0,11
11/03/2019,2012,Madrid,M,"C,C+E",0,0,1,2,1,0,0,0,4
11/03/2019,2012,Madrid,M,"C,C+E,A,A2",0,0,2,2,1,0,0,0,5
11/03/2019,2012,Madrid,M,D ,0,0,7,6,3,0,0,0,16
11/03/2019,2012,Madrid,M,"D,A,A2",0,0,1,3,3,1,0,0,8
11/03/2019,2012,Madrid,M,"D,D+E",0,0,0,1,1,0,0,0,2
11/03/2019,2012,Madrid,M,"D,D+E,A,A2",0,0,1,2,1,0,0,0,4
11/03/2019,2012,Madrid,M,Otros,0,37,367,140,61,12,2,0,619
11/03/2019,2012,Madrid,V,A,0,0,3,7,6,1,0,0,17
11/03/2019,2012,Madrid,V,A1,0,0,0,0,0,0,1,0,1
11/03/2019,2012,Madrid,V,A2,0,0,3,7,3,0,0,0,13
11/03/2019,2012,Madrid,V,AM,0,22,15,7,5,1,0,0,50
11/03/2019,2012,Madrid,V,B,0,732,7.782,2.960,1.256,385,73,7,13195
11/03/2019,2012,Madrid,V,"B,A,A2",0,1,689,947,442,143,16,2,2240
11/03/2019,2012,Madrid,V,"B,A1",0,22,43,23,19,8,2,0,117
11/03/2019,2012,Madrid,V,"B,B+E",0,0,43,137,80,35,5,1,301
